REPRESENTATIVE,PARTY,STATE,VOTE,BILL,ROLLCALL,BILL_NAME,DATE,COMMITTEE
Fitzgerald,Republican,WI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fitzpatrick,Republican,PA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fleischmann,Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fletcher,Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fortenberry,Republican,NE,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Foster,Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Foxx,Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Frankel, Lois",Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Franklin, C. Scott",Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Fulcher,Republican,ID,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gaetz,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gallagher,Republican,WI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gallego,Democratic,AZ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Garamendi,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Garbarino,Republican,NY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Garcia (CA),Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
García (IL),Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Garcia (TX),Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gibbs,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gimenez,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gohmert,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Golden,Democratic,ME,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gomez,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Gonzales, Tony",Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gonzalez (OH),Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Gonzalez, Vicente",Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Good (VA),Republican,VA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gooden (TX),Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gosar,Republican,AZ,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Gottheimer,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Granger,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Graves (LA),Republican,LA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Graves (MO),Republican,MO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Green (TN),Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Green, Al (TX)",Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Greene (GA),Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Griffith,Republican,VA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Grijalva,Democratic,AZ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Grothman,Republican,WI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Guest,Republican,MS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Guthrie,Republican,KY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hagedorn,Republican,MN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Harder (CA),Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Harris,Republican,MD,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Harshbarger,Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hartzler,Republican,MO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hayes,Democratic,CT,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hern,Republican,OK,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Herrell,Republican,NM,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Herrera Beutler,Republican,WA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hice (GA),Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Higgins (LA),Republican,LA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Higgins (NY),Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hill,Republican,AR,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Himes,Democratic,CT,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hinson,Republican,IA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hollingsworth,Republican,IN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Horsford,Democratic,NV,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Houlahan,Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hoyer,Democratic,MD,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Hudson,Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Huffman,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Huizenga,Republican,MI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Issa,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jackson,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jackson Lee,Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jacobs (CA),Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jacobs (NY),Republican,NY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jayapal,Democratic,WA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jeffries,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Johnson (GA),Democratic,GA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Johnson (LA),Republican,LA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Johnson (OH),Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Johnson (SD),Republican,SD,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Johnson (TX),Democratic,TX,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jones,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Jordan,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Joyce (OH),Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Joyce (PA),Republican,PA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kahele,Democratic,HI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kaptur,Democratic,OH,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Katko,Republican,NY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Keating,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Keller,Republican,PA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kelly (IL),Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kelly (MS),Republican,MS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kelly (PA),Republican,PA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Khanna,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kildee,Democratic,MI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kilmer,Democratic,WA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kim (CA),Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kim (NJ),Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kind,Democratic,WI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kinzinger,Republican,IL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kirkpatrick,Democratic,AZ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Krishnamoorthi,Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kuster,Democratic,NH,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Kustoff,Republican,TN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
LaHood,Republican,IL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
LaMalfa,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lamb,Democratic,PA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lamborn,Republican,CO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Langevin,Democratic,RI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Larsen (WA),Democratic,WA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Larson (CT),Democratic,CT,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Latta,Republican,OH,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
LaTurner,Republican,KS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lawrence,Democratic,MI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lawson (FL),Democratic,FL,NOT VOTING,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lee (CA),Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lee (NV),Democratic,NV,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Leger Fernandez,Democratic,NM,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lesko,Republican,AZ,NOT VOTING,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Letlow,Republican,LA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Levin (CA),Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Levin (MI),Democratic,MI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lieu,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lofgren,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Long,Republican,MO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Loudermilk,Republican,GA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lowenthal,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lucas,Republican,OK,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Luetkemeyer,Republican,MO,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Luria,Democratic,VA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Lynch,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mace,Republican,SC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Malinowski,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Malliotakis,Republican,NY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Maloney, Carolyn B.",Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
"Maloney, Sean",Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mann,Republican,KS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Manning,Democratic,NC,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Massie,Republican,KY,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mast,Republican,FL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Matsui,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McBath,Democratic,GA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McCarthy,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McCaul,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McClain,Republican,MI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McClintock,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McCollum,Democratic,MN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McEachin,Democratic,VA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McGovern,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McHenry,Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McKinley,Republican,WV,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
McNerney,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Meeks,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Meijer,Republican,MI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Meng,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Meuser,Republican,PA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mfume,Democratic,MD,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Miller (IL),Republican,IL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Miller (WV),Republican,WV,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Miller-Meeks,Republican,IA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Moolenaar,Republican,MI,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mooney,Republican,WV,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Moore (AL),Republican,AL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Moore (UT),Republican,UT,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Moore (WI),Democratic,WI,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Morelle,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Moulton,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mrvan,Democratic,IN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Mullin,Republican,OK,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Murphy (FL),Democratic,FL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Murphy (NC),Republican,NC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Nadler,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Napolitano,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Neal,Democratic,MA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Neguse,Democratic,CO,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Nehls,Republican,TX,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Newhouse,Republican,WA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Newman,Democratic,IL,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Norcross,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Norman,Republican,SC,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Nunes,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
O'Halleran,Democratic,AZ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Obernolte,Republican,CA,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Ocasio-Cortez,Democratic,NY,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Omar,Democratic,MN,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Owens,Republican,UT,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Palazzo,Republican,MS,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Pallone,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Palmer,Republican,AL,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Panetta,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Pappas,Democratic,NH,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Pascrell,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Payne,Democratic,NJ,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Pelosi,Democratic,CA,YEA,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
Pence,Republican,IN,NAY,3755,295,Women’s Health Protection Act,09/24/21,Energy and Commerce
